District,Crop,Season,Year,Area_Cultivated,Rainfall,Temperature,Population,Production,Demand
Srikakulam,Maize,Kharif,2020,1695,1047.67,29.6,3000000,8183.96,149755.54
East Godavari,Groundnut,Kharif,2020,33969,749.38,27.55,2100000,63488.38,59271.41
West Godavari,Maize,Summer,2023,13049,931.69,32.04,4300000,51024.14,255286.89
YSR Kadapa,Maize,Kharif,2021,16628,810.24,22.84,3300000,50097.03,202261.38
YSR Kadapa,Maize,Rabi,2019,9265,829.15,34.05,3300000,43665.54,174395.97
Chittoor,Sugarcane,Summer,2022,25671,597.88,22.07,2000000,1772341.87,336886.91
YSR Kadapa,Cotton,Summer,2010,13460,715.88,26.91,3300000,11068.08,28138.24
YSR Kadapa,Cotton,Kharif,2011,4477,370.31,30.06,3300000,3787.46,36110.84
East Godavari,Chilies,Summer,2012,3202,621.61,28.03,2100000,7049.02,9704.58
Vizianagaram,Cotton,Kharif,2018,49310,926.25,26.92,3300000,48681.22,28808.47
Kurnool,Chilies,Kharif,2014,24874,1157.89,35.29,4200000,63244.02,20654.98
Chittoor,Sugarcane,Summer,2019,48392,1166.76,36.96,2000000,4282068.29,527772.98
Srikakulam,Groundnut,Kharif,2019,42217,800.15,35.98,3000000,75083.66,51066.77
Anantapur,Chilies,Rabi,2021,12850,845.96,30.36,3300000,31702.12,18377.01
Prakasam,Maize,Rabi,2011,40085,467.15,36.15,3300000,117014.99,227413.07
Chittoor,Groundnut,Kharif,2019,21809,925.78,36.73,2000000,39565.92,39501.89
Visakhapatnam,Sugarcane,Rabi,2014,6350,363.59,28.55,3600000,330423.14,728144.6
West Godavari,Cotton,Kharif,2014,3806,556.22,26.54,4300000,3494.57,61014.64
Kurnool,Chilies,Rabi,2010,8163,901.53,23.57,4200000,13087.22,26355.05
West Godavari,Maize,Summer,2012,29832,579.28,29.67,4300000,109312.36,292055.67
Chittoor,Rice,Kharif,2014,1185,344.86,37.14,2000000,3361.59,200488.59
Chittoor,Rice,Kharif,2018,41838,1048.68,30.97,2000000,141465.55,299549.13
Visakhapatnam,Groundnut,Kharif,2019,25718,579.3,32.68,3600000,36534.29,64701.18
YSR Kadapa,Cotton,Kharif,2010,12545,356.79,23.81,3300000,7314.62,48620.75
Srikakulam,Rice,Kharif,2017,26215,367.31,24.3,3000000,109946.91,429440.82
West Godavari,Groundnut,Kharif,2010,29325,526.58,29.43,4300000,53335.37,102024.06
Chittoor,Sugarcane,Summer,2018,19458,460.21,37.22,2000000,1597021.27,483883.01
Prakasam,Groundnut,Summer,2015,17006,996.87,27.77,3300000,30829.26,88607.21
East Godavari,Groundnut,Rabi,2010,29544,589.52,36.04,2100000,50986.77,42619.39
Srikakulam,Groundnut,Kharif,2017,33969,1024.23,23.92,3000000,64328.32,70153.73
Prakasam,Maize,Rabi,2014,12284,456.46,31.87,3300000,51388.17,236224.4
Srikakulam,Groundnut,Rabi,2016,39478,743.59,31.61,3000000,62153.31,50866.46
Prakasam,Chilies,Summer,2016,28655,919.23,35.76,3300000,69685.86,23658.86
Vizianagaram,Groundnut,Rabi,2016,30143,886.79,22.05,3300000,41129.34,86469.54
Kurnool,Maize,Summer,2015,16698,841.02,25.04,4200000,48761.46,281167.19
YSR Kadapa,Maize,Rabi,2020,35870,1132.34,25.52,3300000,164989.55,139474.94
Prakasam,Sugarcane,Kharif,2017,10102,505.67,37.2,3300000,603016.12,614743.58
Krishna,Cotton,Rabi,2018,2571,744.35,24.46,4200000,2025.0,60802.7
Prakasam,Rice,Summer,2021,38893,1095.59,22.59,3300000,114925.85,292655.88
Anantapur,Rice,Summer,2011,40465,370.1,30.55,3300000,169422.54,409803.24
Anantapur,Groundnut,Summer,2016,22553,350.3,30.46,3300000,43131.79,88960.4
Sri Potti Sriramulu Nellore,Sugarcane,Rabi,2011,19543,509.97,35.5,3100000,1002770.29,596376.4
Krishna,Groundnut,Rabi,2015,29901,869.72,37.18,4200000,37676.29,108288.86
YSR Kadapa,Rice,Summer,2011,15034,533.89,30.62,3300000,42818.04,279148.17
Krishna,Maize,Kharif,2019,28120,471.22,36.88,4200000,124169.16,241318.96
East Godavari,Cotton,Kharif,2015,2329,712.92,33.6,2100000,1783.47,21716.17
Krishna,Sugarcane,Rabi,2011,42420,852.24,26.23,4200000,2891474.03,1051696.31
East Godavari,Maize,Rabi,2010,26382,523.7,36.85,2100000,83815.34,149341.86
Sri Potti Sriramulu Nellore,Cotton,Summer,2016,4699,570.62,32.68,3100000,3566.88,27523.15
Sri Potti Sriramulu Nellore,Sugarcane,Rabi,2012,39795,852.2,28.63,3100000,2456767.72,691433.52
Kurnool,Sugarcane,Rabi,2023,11667,1151.16,32.88,4200000,871175.1,920837.96
Anantapur,Rice,Summer,2021,38591,907.27,28.42,3300000,112153.18,338796.7
Prakasam,Maize,Summer,2023,43115,1004.61,23.83,3300000,184340.22,187459.26
Prakasam,Sugarcane,Rabi,2022,24459,630.13,33.5,3300000,1586540.33,934896.56
Visakhapatnam,Chilies,Kharif,2013,7959,545.03,35.19,3600000,14449.99,26668.14
Visakhapatnam,Sugarcane,Rabi,2022,30581,708.84,33.66,3600000,1890926.55,577432.82
Guntur,Cotton,Kharif,2015,47384,1026.42,25.67,2100000,41860.92,27663.76
Srikakulam,Rice,Kharif,2014,7210,710.67,37.31,3000000,26180.08,369167.05
Kurnool,Groundnut,Kharif,2013,13517,1062.05,22.4,4200000,24554.3,125677.31
Guntur,Rice,Summer,2018,13620,1189.89,27.32,2100000,40279.53,181219.92
Guntur,Groundnut,Summer,2015,37744,364.82,26.16,2100000,40994.05,57453.58
Chittoor,Maize,Summer,2015,23804,340.87,22.77,2000000,77050.13,145374.97
Chittoor,Maize,Rabi,2011,31568,434.63,28.49,2000000,114404.18,143848.09
West Godavari,Sugarcane,Summer,2015,18991,645.93,31.97,4300000,1073855.77,1025464.77
Guntur,Chilies,Summer,2016,9912,417.94,36.12,2100000,14870.11,10807.54
Krishna,Maize,Rabi,2017,33527,1083.6,37.84,4200000,129709.67,262065.86
Srikakulam,Sugarcane,Rabi,2023,31863,320.83,34.93,3000000,2467190.77,608550.24
Kurnool,Rice,Kharif,2017,45827,584.21,29.5,4200000,184604.84,457207.16
Guntur,Maize,Rabi,2018,34458,466.23,33.58,2100000,129456.83,116760.79
YSR Kadapa,Rice,Rabi,2019,21407,1138.39,35.5,3300000,73937.5,333750.49
Vizianagaram,Rice,Summer,2020,13344,902.53,29.44,3300000,53862.9,342962.12
Prakasam,Chilies,Kharif,2022,37205,1120.83,34.56,3300000,67833.99,13284.47
Srikakulam,Maize,Kharif,2021,3355,1175.1,29.72,3000000,15712.94,151193.28
Chittoor,Rice,Rabi,2012,31893,747.39,28.18,2000000,142928.15,226122.75
West Godavari,Chilies,Summer,2019,1749,510.89,30.42,4300000,4296.55,19803.76
Prakasam,Chilies,Summer,2016,20435,474.36,32.81,3300000,39732.06,22504.5
Chittoor,Maize,Summer,2016,46733,500.63,33.63,2000000,195850.73,117634.59
Chittoor,Chilies,Summer,2010,46615,937.73,27.71,2000000,105336.46,13557.16
Srikakulam,Maize,Rabi,2017,39526,336.4,31.14,3000000,143808.28,133450.86
Chittoor,Maize,Summer,2013,19088,346.22,36.56,2000000,90060.46,137435.79
Vizianagaram,Groundnut,Kharif,2014,45405,847.33,37.62,3300000,65529.64,97071.75
Sri Potti Sriramulu Nellore,Rice,Kharif,2023,39842,877.85,25.64,3100000,168466.61,324482.51
West Godavari,Cotton,Rabi,2015,47146,898.74,25.09,4300000,32166.41,42946.97
Anantapur,Maize,Summer,2012,25403,634.69,32.83,3300000,71822.09,206709.04
Sri Potti Sriramulu Nellore,Rice,Summer,2014,48297,1025.35,28.63,3100000,182497.25,385993.36
Anantapur,Chilies,Summer,2019,39042,780.26,22.39,3300000,75829.99,14499.01
Visakhapatnam,Sugarcane,Summer,2014,47775,394.92,27.55,3600000,2461013.08,1043086.43
YSR Kadapa,Maize,Rabi,2010,40177,1017.39,34.91,3300000,159513.52,187330.99
Visakhapatnam,Chilies,Summer,2012,40056,1157.76,34.76,3600000,64181.08,24031.65
Chittoor,Chilies,Rabi,2012,23713,354.03,29.91,2000000,51118.09,10515.22
Kurnool,Chilies,Summer,2010,1885,652.22,29.56,4200000,3645.69,20644.59
Kurnool,Chilies,Summer,2022,34632,738.76,31.27,4200000,55596.47,18435.7
Anantapur,Chilies,Kharif,2016,40685,431.82,25.51,3300000,77070.68,16370.69
Prakasam,Maize,Rabi,2010,12686,1080.94,30.42,3300000,42605.95,246741.3
Srikakulam,Cotton,Kharif,2016,4054,555.73,22.18,3000000,3541.11,37817.16
Chittoor,Groundnut,Rabi,2013,9977,1004.71,29.61,2000000,13126.03,54477.91
Srikakulam,Chilies,Summer,2018,26032,903.9,27.38,3000000,62123.31,22064.35
Sri Potti Sriramulu Nellore,Chilies,Summer,2016,49967,838.24,32.8,3100000,70803.03,13257.06
Kurnool,Groundnut,Rabi,2014,9536,472.93,32.21,4200000,13475.09,76884.03
Krishna,Maize,Kharif,2016,16070,498.63,28.09,4200000,68795.56,304410.96
West Godavari,Rice,Rabi,2018,17937,342.61,22.12,4300000,44797.25,513930.66
Sri Potti Sriramulu Nellore,Sugarcane,Rabi,2019,22500,516.64,26.04,3100000,1306470.6,771524.56
YSR Kadapa,Sugarcane,Summer,2015,41451,610.9,32.13,3300000,2601118.16,725567.04
West Godavari,Rice,Kharif,2010,11011,1049.83,23.16,4300000,27482.06,589143.05
Vizianagaram,Maize,Rabi,2015,49039,629.75,23.72,3300000,201651.2,191741.71
Sri Potti Sriramulu Nellore,Sugarcane,Kharif,2010,9896,979.16,32.35,3100000,747113.09,854540.18
Anantapur,Groundnut,Kharif,2022,30799,695.5,34.09,3300000,38645.66,98639.02
Vizianagaram,Rice,Rabi,2021,15582,1006.38,27.14,3300000,55959.85,413393.89
East Godavari,Cotton,Kharif,2013,40958,1178.64,29.83,2100000,42579.15,24573.56
Sri Potti Sriramulu Nellore,Maize,Summer,2023,42912,515.86,37.13,3100000,211496.35,163619.63
Vizianagaram,Rice,Summer,2017,1814,1076.11,37.13,3300000,4667.76,308974.88
Chittoor,Sugarcane,Summer,2014,10740,859.64,26.92,2000000,583945.22,503864.18
West Godavari,Maize,Summer,2014,25719,1035.56,34.96,4300000,102530.54,181426.9
Guntur,Groundnut,Kharif,2022,36545,886.43,31.5,2100000,46437.04,61714.86
Guntur,Maize,Summer,2019,21150,681.55,37.61,2100000,63330.0,131595.31
Chittoor,Maize,Rabi,2020,5958,505.27,29.64,2000000,20322.33,147155.39
East Godavari,Groundnut,Summer,2017,4825,363.03,34.4,2100000,5331.92,41604.87
YSR Kadapa,Chilies,Rabi,2017,15800,781.97,34.29,3300000,32167.14,24132.26
East Godavari,Groundnut,Rabi,2010,10999,1191.29,29.96,2100000,16401.98,51596.48
Anantapur,Maize,Summer,2022,21854,964.24,34.73,3300000,61523.0,225585.49
Kurnool,Groundnut,Summer,2022,46732,594.61,26.18,4200000,69362.66,77720.69
Srikakulam,Chilies,Kharif,2014,28315,1044.48,23.96,3000000,57302.94,17251.16
West Godavari,Rice,Rabi,2021,40540,992.09,28.8,4300000,150888.98,515257.07
East Godavari,Groundnut,Summer,2014,10481,553.47,37.1,2100000,20155.9,45149.92
Krishna,Groundnut,Kharif,2017,49505,312.88,30.01,4200000,95763.62,82090.08
Anantapur,Maize,Summer,2010,18246,406.35,32.16,3300000,74163.25,236501.48
Visakhapatnam,Rice,Summer,2016,23601,1089.58,31.99,3600000,99711.68,309434.84
Prakasam,Cotton,Summer,2016,11677,1052.91,24.12,3300000,7016.47,29957.1
Visakhapatnam,Cotton,Rabi,2022,30552,565.69,28.24,3600000,24898.48,36876.87
YSR Kadapa,Sugarcane,Summer,2018,23322,556.68,33.31,3300000,1807776.9,952933.74
Anantapur,Groundnut,Kharif,2011,3355,1013.58,37.55,3300000,5227.95,78866.52
West Godavari,Groundnut,Summer,2012,10157,1143.96,24.69,4300000,12773.94,91265.06
Vizianagaram,Rice,Summer,2013,36163,1001.22,28.57,3300000,93357.74,357018.67
Sri Potti Sriramulu Nellore,Chilies,Kharif,2010,26914,845.02,23.52,3100000,50167.78,21489.89
Srikakulam,Cotton,Kharif,2016,34292,518.4,25.88,3000000,29863.82,24562.37
Prakasam,Sugarcane,Rabi,2023,1561,773.17,28.03,3300000,141507.69,533238.64
Visakhapatnam,Rice,Rabi,2019,9167,510.16,30.65,3600000,27012.58,299613.34
Prakasam,Groundnut,Rabi,2012,17184,1027.21,25.69,3300000,32237.37,74477.27
Krishna,Cotton,Rabi,2012,25497,648.26,25.64,4200000,15113.74,50688.73
Krishna,Sugarcane,Kharif,2012,24800,1050.33,34.45,4200000,2184918.43,1039187.66
Vizianagaram,Maize,Summer,2017,38432,643.45,37.4,3300000,184384.45,216446.34
YSR Kadapa,Cotton,Summer,2018,2205,1041.73,27.18,3300000,1256.97,30782.62
Krishna,Sugarcane,Summer,2019,13039,599.99,33.01,4200000,802208.64,826223.39
Anantapur,Rice,Rabi,2022,46161,696.12,26.13,3300000,118034.09,320250.12
Srikakulam,Maize,Kharif,2023,36006,853.94,36.85,3000000,186842.84,135663.07
West Godavari,Sugarcane,Kharif,2011,18544,363.26,32.77,4300000,1241881.45,835126.14
Vizianagaram,Sugarcane,Kharif,2019,13987,1153.39,34.84,3300000,1074359.48,811507.52
Anantapur,Groundnut,Summer,2019,6239,816.25,22.79,3300000,7865.95,69728.22
Guntur,Chilies,Rabi,2010,45785,757.04,31.58,2100000,115400.34,14044.16
Sri Potti Sriramulu Nellore,Cotton,Kharif,2023,24358,1055.45,30.44,3100000,16846.08,36440.29
Sri Potti Sriramulu Nellore,Groundnut,Rabi,2018,18138,1079.19,26.69,3100000,23292.7,58802.5
Krishna,Maize,Kharif,2015,23984,770.03,26.2,4200000,85264.08,236705.15
Guntur,Chilies,Rabi,2023,29428,1134.54,31.28,2100000,57531.36,12761.26
East Godavari,Sugarcane,Kharif,2018,10096,358.26,33.3,2100000,502562.47,590661.32
East Godavari,Groundnut,Rabi,2015,48582,401.9,22.53,2100000,77150.83,58111.3
West Godavari,Chilies,Kharif,2011,25536,837.11,31.08,4300000,36720.74,23618.52
Krishna,Cotton,Kharif,2010,47059,618.66,24.73,4200000,38532.72,52641.67
Visakhapatnam,Maize,Rabi,2023,3621,717.8,24.25,3600000,14118.0,181523.4
Anantapur,Rice,Rabi,2017,36958,595.27,31.97,3300000,109371.61,410223.76
Krishna,Groundnut,Summer,2012,4948,664.25,26.97,4200000,6663.92,120872.2
Kurnool,Maize,Rabi,2010,2287,1040.38,29.05,4200000,10276.83,259807.79
Prakasam,Rice,Kharif,2017,24902,834.13,27.76,3300000,61511.79,334171.29
West Godavari,Groundnut,Kharif,2021,48358,1197.61,32.37,4300000,64557.08,107567.8
Sri Potti Sriramulu Nellore,Maize,Rabi,2010,22164,1008.19,29.52,3100000,98246.66,221948.88
East Godavari,Maize,Summer,2017,16668,546.3,37.42,2100000,52761.84,94072.95
Chittoor,Chilies,Rabi,2010,2772,537.91,27.64,2000000,5744.87,11377.13
East Godavari,Groundnut,Kharif,2018,33238,602.31,33.84,2100000,39953.39,43038.9
West Godavari,Maize,Kharif,2023,39968,1058.93,26.12,4300000,126755.65,208340.85
Sri Potti Sriramulu Nellore,Sugarcane,Summer,2018,16762,324.56,30.14,3100000,1365026.28,667954.7
West Godavari,Groundnut,Rabi,2021,36906,507.16,30.84,4300000,47604.05,92516.88
Prakasam,Maize,Kharif,2022,8213,1114.43,27.27,3300000,30403.26,156305.01
Sri Potti Sriramulu Nellore,Chilies,Kharif,2018,15941,875.91,29.55,3100000,36282.06,16779.33
YSR Kadapa,Rice,Kharif,2012,31345,504.16,26.47,3300000,88612.04,410392.05
Chittoor,Rice,Rabi,2013,36184,497.23,22.1,2000000,129055.58,163602.48
Krishna,Sugarcane,Rabi,2014,16964,1076.36,25.45,4200000,1485171.5,1253664.43
YSR Kadapa,Groundnut,Summer,2015,27855,1104.38,33.2,3300000,43131.91,66472.63
Guntur,Chilies,Kharif,2018,18968,530.52,34.34,2100000,27667.01,12983.79
Chittoor,Maize,Kharif,2022,2046,678.46,26.48,2000000,8624.45,99848.43
Sri Potti Sriramulu Nellore,Maize,Summer,2020,15909,1051.14,28.53,3100000,47987.4,166698.64
Sri Potti Sriramulu Nellore,Rice,Kharif,2021,14578,993.91,22.6,3100000,44353.0,367184.53
Kurnool,Chilies,Summer,2013,24368,1032.52,25.79,4200000,58961.06,25794.23
Vizianagaram,Sugarcane,Summer,2023,29599,766.56,34.47,3300000,1464111.68,883951.57
Kurnool,Rice,Kharif,2023,6719,1120.39,31.7,4200000,17548.2,568755.04
Srikakulam,Rice,Rabi,2015,16960,593.36,25.29,3000000,54493.58,348927.67
Kurnool,Sugarcane,Rabi,2022,24606,441.0,26.12,4200000,2238521.67,716526.74
Anantapur,Groundnut,Rabi,2010,49366,937.86,35.07,3300000,64801.64,78569.6
Guntur,Maize,Rabi,2011,16624,785.42,25.35,2100000,52822.08,119102.15
YSR Kadapa,Groundnut,Kharif,2017,40179,1069.13,27.35,3300000,62055.66,62750.86
Prakasam,Chilies,Summer,2013,41842,373.04,32.63,3300000,84650.8,13317.38
YSR Kadapa,Cotton,Summer,2019,11352,1059.32,30.98,3300000,8807.08,33698.81
YSR Kadapa,Cotton,Kharif,2016,31885,563.97,29.37,3300000,32343.95,32394.18
Chittoor,Cotton,Rabi,2013,16003,889.37,36.4,2000000,11113.63,22760.74
Sri Potti Sriramulu Nellore,Sugarcane,Summer,2023,10223,336.12,25.52,3100000,626870.45,826535.08
Srikakulam,Rice,Kharif,2018,32433,848.62,33.86,3000000,89013.65,332198.4
Srikakulam,Groundnut,Kharif,2018,13718,945.54,24.55,3000000,23012.76,87965.87
Prakasam,Maize,Rabi,2013,2315,631.88,31.85,3300000,8267.53,157561.69
Guntur,Cotton,Kharif,2022,22553,493.87,35.93,2100000,21319.7,20048.0
Chittoor,Groundnut,Summer,2017,25682,783.87,29.33,2000000,49427.12,48924.59
East Godavari,Cotton,Summer,2015,20464,1049.87,33.59,2100000,11888.95,29975.06
West Godavari,Cotton,Kharif,2010,42704,591.19,35.13,4300000,44271.17,54622.91
Kurnool,Maize,Summer,2016,32419,527.22,24.18,4200000,110543.93,267030.7
West Godavari,Chilies,Kharif,2010,14767,551.04,33.29,4300000,28118.32,29334.6
West Godavari,Chilies,Summer,2012,7466,1154.22,36.72,4300000,17420.36,27263.63
Krishna,Chilies,Rabi,2017,32028,623.35,31.22,4200000,70410.27,27962.41
West Godavari,Sugarcane,Summer,2018,48953,303.24,24.98,4300000,3999183.55,1209408.73
Srikakulam,Rice,Rabi,2012,38858,1003.51,24.03,3000000,133255.63,241661.25
Kurnool,Sugarcane,Rabi,2010,5240,929.35,26.16,4200000,458368.04,1192746.27
Kurnool,Groundnut,Kharif,2010,32459,415.71,23.66,4200000,57158.57,79857.55
Anantapur,Sugarcane,Rabi,2016,26396,1186.41,30.21,3300000,1636224.03,949392.73
Guntur,Groundnut,Summer,2014,17795,847.26,23.12,2100000,33875.13,41425.79
Krishna,Groundnut,Summer,2022,25689,750.7,25.57,4200000,49193.12,93968.05
West Godavari,Rice,Rabi,2023,15910,644.0,29.04,4300000,52846.85,625098.89
Vizianagaram,Maize,Kharif,2010,3446,1108.81,29.58,3300000,15040.77,144675.76
East Godavari,Rice,Rabi,2015,4346,519.57,31.05,2100000,18083.77,277556.62
YSR Kadapa,Chilies,Summer,2023,46179,557.19,33.29,3300000,109941.16,17732.78
Sri Potti Sriramulu Nellore,Chilies,Summer,2015,41517,410.17,22.76,3100000,58827.44,12661.49
Anantapur,Sugarcane,Rabi,2023,5142,983.21,23.29,3300000,387802.3,961879.48
Kurnool,Groundnut,Rabi,2013,17070,835.99,22.97,4200000,32882.44,74128.34
Kurnool,Cotton,Rabi,2016,47955,848.16,28.77,4200000,32180.04,56359.77
Visakhapatnam,Cotton,Summer,2016,8087,496.62,22.67,3600000,7617.08,38483.61
Krishna,Groundnut,Summer,2021,24752,886.05,33.94,4200000,37890.93,114862.28
West Godavari,Rice,Summer,2018,16635,988.91,25.57,4300000,48492.48,569836.47
Krishna,Maize,Kharif,2021,23218,622.1,37.03,4200000,67854.4,261083.13
Visakhapatnam,Rice,Summer,2010,32873,1021.21,29.78,3600000,132998.75,524684.07
YSR Kadapa,Groundnut,Summer,2014,49575,613.91,29.14,3300000,66173.87,57370.26
Krishna,Groundnut,Kharif,2019,43965,982.32,34.49,4200000,61024.63,114156.45
Kurnool,Maize,Kharif,2012,46039,330.36,33.41,4200000,182524.13,266605.44
Srikakulam,Sugarcane,Kharif,2016,15724,796.05,31.72,3000000,1105431.57,612182.71
Chittoor,Sugarcane,Kharif,2013,32351,1172.57,36.96,2000000,1865352.0,472872.21
Kurnool,Maize,Kharif,2013,32433,1183.12,28.76,4200000,143014.64,262760.27
Anantapur,Sugarcane,Kharif,2022,10261,553.58,34.94,3300000,801247.41,868157.4
Guntur,Cotton,Rabi,2021,14479,697.26,28.08,2100000,9097.22,19549.78
Visakhapatnam,Sugarcane,Rabi,2010,16804,356.68,35.41,3600000,1199506.5,627465.21
East Godavari,Sugarcane,Rabi,2010,28245,1086.01,26.15,2100000,2106763.27,366004.43
Sri Potti Sriramulu Nellore,Sugarcane,Rabi,2019,46101,811.71,26.63,3100000,2619577.06,623539.0
East Godavari,Cotton,Summer,2011,13827,646.59,32.85,2100000,13679.63,19066.35
Kurnool,Sugarcane,Kharif,2011,43368,401.49,25.4,4200000,3004478.06,986957.24
Anantapur,Chilies,Summer,2010,45700,1152.09,25.67,3300000,70288.16,18247.81
West Godavari,Cotton,Kharif,2017,13040,777.2,26.88,4300000,9395.45,61281.3
Kurnool,Maize,Kharif,2015,20477,554.64,32.86,4200000,80775.73,273458.17
Guntur,Rice,Summer,2015,17127,615.19,36.23,2100000,42326.0,198254.39
Srikakulam,Maize,Rabi,2019,22182,543.63,32.79,3000000,63808.38,124801.34
YSR Kadapa,Rice,Summer,2019,27049,841.63,35.25,3300000,69423.78,427815.0
Vizianagaram,Maize,Summer,2018,25527,1136.97,30.7,3300000,104444.35,229693.08
Sri Potti Sriramulu Nellore,Chilies,Kharif,2014,13473,1071.02,23.1,3100000,24295.94,20005.78
Guntur,Rice,Kharif,2013,17709,714.34,23.61,2100000,76600.61,262637.77
Visakhapatnam,Rice,Kharif,2020,34974,1043.85,30.87,3600000,126759.46,350827.4
West Godavari,Groundnut,Rabi,2015,43464,680.79,27.24,4300000,75362.52,98575.13
Visakhapatnam,Rice,Summer,2017,14714,527.08,25.53,3600000,57281.3,470690.35
Kurnool,Rice,Summer,2023,35208,1185.07,29.46,4200000,124730.45,392852.18
Anantapur,Groundnut,Rabi,2010,32945,573.5,32.66,3300000,56673.58,74816.31
Guntur,Sugarcane,Summer,2016,22568,591.35,28.16,2100000,1622134.57,370406.31
Prakasam,Sugarcane,Summer,2017,10147,1190.72,34.84,3300000,661474.46,773192.17
West Godavari,Groundnut,Kharif,2018,17267,420.53,33.82,4300000,24902.89,103326.95
Anantapur,Cotton,Rabi,2020,42514,984.48,33.76,3300000,40918.9,38767.41
Srikakulam,Rice,Kharif,2017,32452,1142.23,37.76,3000000,117894.04,338587.57
West Godavari,Rice,Rabi,2016,6136,760.62,26.72,4300000,19894.89,520823.64
Visakhapatnam,Groundnut,Kharif,2012,33579,302.27,32.32,3600000,40689.99,107838.7
West Godavari,Groundnut,Summer,2011,32516,637.55,35.69,4300000,48638.15,106276.69
Vizianagaram,Cotton,Rabi,2012,12446,400.41,31.27,3300000,8477.64,43784.31
Kurnool,Chilies,Rabi,2013,46099,674.57,34.63,4200000,117400.13,19624.18
Krishna,Sugarcane,Kharif,2013,25524,1011.02,28.63,4200000,1777012.72,983653.76
Visakhapatnam,Maize,Rabi,2015,14188,694.84,31.45,3600000,40031.1,144945.68
Vizianagaram,Chilies,Summer,2021,39587,688.73,22.89,3300000,59833.88,13563.34
Sri Potti Sriramulu Nellore,Sugarcane,Summer,2016,41837,801.11,37.77,3100000,2549614.92,635956.5
Chittoor,Rice,Summer,2021,46537,823.52,34.8,2000000,123022.51,225324.07
Krishna,Chilies,Kharif,2013,6560,1070.67,35.9,4200000,16221.27,25261.86
Kurnool,Groundnut,Rabi,2019,46621,577.52,33.11,4200000,84799.7,119414.66
Prakasam,Cotton,Kharif,2015,44227,1039.5,24.98,3300000,45377.5,44227.57
Krishna,Sugarcane,Summer,2018,37397,809.34,22.5,4200000,2942080.17,848386.45
Sri Potti Sriramulu Nellore,Cotton,Rabi,2023,12657,570.48,35.83,3100000,11009.35,40933.61
Anantapur,Sugarcane,Summer,2015,39082,565.61,28.34,3300000,3430886.02,781818.68
Prakasam,Chilies,Rabi,2023,19840,625.02,26.22,3300000,50307.73,22199.54
Visakhapatnam,Rice,Rabi,2012,42430,860.42,30.99,3600000,182140.3,391584.5
Prakasam,Maize,Kharif,2010,41397,507.73,28.73,3300000,201501.34,142613.68
Guntur,Cotton,Rabi,2020,12324,1128.3,32.43,2100000,10874.91,25891.77
Sri Potti Sriramulu Nellore,Cotton,Summer,2019,26247,817.42,29.74,3100000,14718.55,36887.72
West Godavari,Maize,Rabi,2019,18558,1128.01,33.16,4300000,71092.75,315517.33
Vizianagaram,Cotton,Summer,2022,20943,341.76,35.65,3300000,18118.17,30145.21
Krishna,Cotton,Kharif,2014,40460,608.35,25.13,4200000,33283.25,52890.31
Guntur,Sugarcane,Summer,2019,42986,320.53,27.27,2100000,3588785.87,475377.6
YSR Kadapa,Sugarcane,Rabi,2019,45514,545.03,28.99,3300000,3795589.76,703062.17
